nounsAllCount,nounsAllIndex
"('설화수', 265)","('설화수', 722)"
"('중인', 264)","('중인', 723)"
"('서비스', 264)","('서비스', 724)"
"('어머님', 264)","('어머님', 725)"
"('두번째', 264)","('두번째', 726)"
"('스페셜', 264)","('스페셜', 727)"
"('가시', 263)","('가시', 728)"
"('크림', 261)","('크림', 729)"
"('유월', 261)","('유월', 730)"
"('어어', 261)","('어어', 731)"
"('옵션', 261)","('옵션', 732)"
"('주말', 260)","('주말', 733)"
"('신라', 260)","('신라', 734)"
"('보이', 260)","('보이', 735)"
"('브이아이', 260)","('브이아이', 736)"
"('대한민국', 259)","('대한민국', 737)"
"('입생로랑', 259)","('입생로랑', 738)"
"('외국', 258)","('외국', 739)"
"('오오', 257)","('오오', 740)"
"('김은희', 256)","('김은희', 741)"
"('심윤경', 255)","('심윤경', 742)"
"('호텔', 255)","('호텔', 743)"
"('마찬가지', 254)","('마찬가지', 744)"
"('팔월', 253)","('팔월', 745)"
"('웨딩', 253)","('웨딩', 746)"
"('용이', 253)","('용이', 747)"
"('개명', 252)","('개명', 748)"
"('불량', 251)","('불량', 749)"
"('연동', 251)","('연동', 750)"
"('크게', 250)","('크게', 751)"
"('영영', 250)","('영영', 752)"
"('콜센터', 250)","('콜센터', 753)"
"('이십팔일', 249)","('이십팔일', 754)"
"('규정', 249)","('규정', 755)"
"('일곱시', 248)","('일곱시', 756)"
"('기록', 247)","('기록', 757)"
"('현금', 247)","('현금', 758)"
"('로더', 247)","('로더', 759)"
"('당시', 246)","('당시', 760)"
"('삼칠', 246)","('삼칠', 761)"
"('주소지', 246)","('주소지', 762)"
"('확정', 246)","('확정', 763)"
"('오만', 244)","('오만', 764)"
"('하나로', 243)","('하나로', 765)"
"('언니', 243)","('언니', 766)"
"('계시', 242)","('계시', 767)"
"('카톡', 242)","('카톡', 768)"
"('소문자', 242)","('소문자', 769)"
"('선물', 242)","('선물', 770)"
"('십구일', 242)","('십구일', 771)"
"('기내', 242)","('기내', 772)"
"('오십오', 241)","('오십오', 773)"
"('팔사', 241)","('팔사', 774)"
"('세시', 241)","('세시', 775)"
"('문구', 241)","('문구', 776)"
"('등업', 240)","('등업', 777)"
"('이십사일', 240)","('이십사일', 778)"
"('전정희', 239)","('전정희', 779)"
"('오프', 239)","('오프', 780)"
"('시로', 239)","('시로', 781)"
"('일오', 239)","('일오', 782)"
"('전송', 238)","('전송', 783)"
"('농협', 238)","('농협', 784)"
"('최대한', 238)","('최대한', 785)"
"('프라다', 238)","('프라다', 786)"
"('전옥', 237)","('전옥', 787)"
"('다섯시', 236)","('다섯시', 788)"
"('동그라미', 236)","('동그라미', 789)"
"('칠오구', 236)","('칠오구', 790)"
"('업무', 236)","('업무', 791)"
"('신랑', 236)","('신랑', 792)"
"('이십일일', 235)","('이십일일', 793)"
"('시간대', 235)","('시간대', 794)"
"('고거', 235)","('고거', 795)"
"('로서', 234)","('로서', 796)"
"('갑자기', 234)","('갑자기', 797)"
"('국제공항', 234)","('국제공항', 798)"
"('이해', 232)","('이해', 799)"
"('제시', 232)","('제시', 800)"
"('구분', 232)","('구분', 801)"
"('부서', 230)","('부서', 802)"
"('종류', 228)","('종류', 803)"
"('대부분', 227)","('대부분', 804)"
"('육시', 227)","('육시', 805)"
"('에이엔', 227)","('에이엔', 806)"
"('화요일', 226)","('화요일', 807)"
"('구이', 225)","('구이', 808)"
"('신발', 225)","('신발', 809)"
"('우편물', 225)","('우편물', 810)"
"('지난', 222)","('지난', 811)"
"('진짜', 221)","('진짜', 812)"
"('보이시', 221)","('보이시', 813)"
"('육오', 220)","('육오', 814)"
"('오천', 220)","('오천', 815)"
"('소멸', 219)","('소멸', 816)"
"('지하', 219)","('지하', 817)"
"('저장', 218)","('저장', 818)"
"('윤희', 218)","('윤희', 819)"
"('대상', 217)","('대상', 820)"
"('이십이', 217)","('이십이', 821)"
"('어저께', 217)","('어저께', 822)"
"('초기', 217)","('초기', 823)"
"('임현', 217)","('임현', 824)"
"('다이아몬드', 216)","('다이아몬드', 825)"
"('전일', 214)","('전일', 826)"
"('지정', 213)","('지정', 827)"
"('죄송', 213)","('죄송', 828)"
"('공지', 213)","('공지', 829)"
"('그날', 213)","('그날', 830)"
"('보신', 213)","('보신', 831)"
"('서요', 212)","('서요', 832)"
"('제거', 210)","('제거', 833)"
"('거가', 210)","('거가', 834)"
"('알람', 209)","('알람', 835)"
"('서면', 208)","('서면', 836)"
"('이십오일', 208)","('이십오일', 837)"
"('이신', 208)","('이신', 838)"
"('항상', 207)","('항상', 839)"
"('스타', 207)","('스타', 840)"
"('삼오', 207)","('삼오', 841)"
"('다리', 207)","('다리', 842)"
"('팔천', 206)","('팔천', 843)"
"('양해', 206)","('양해', 844)"
"('지장', 205)","('지장', 845)"
"('폐점', 205)","('폐점', 846)"
"('과정', 204)","('과정', 847)"
"('대문자', 203)","('대문자', 848)"
"('내년', 202)","('내년', 849)"
"('수요일', 201)","('수요일', 850)"
"('사백', 201)","('사백', 851)"
"('삼시', 201)","('삼시', 852)"
"('사육', 201)","('사육', 853)"
"('노스페이스', 199)","('노스페이스', 854)"
"('상이', 199)","('상이', 855)"
"('오칠', 199)","('오칠', 856)"
"('장소', 199)","('장소', 857)"
"('아시', 198)","('아시', 858)"
"('가족', 198)","('가족', 859)"
"('캡쳐', 197)","('캡쳐', 860)"
"('더블', 196)","('더블', 861)"
"('구공', 195)","('구공', 862)"
"('국내선', 195)","('국내선', 863)"
"('이제인', 195)","('이제인', 864)"
"('세트', 195)","('세트', 865)"
"('환율', 194)","('환율', 866)"
"('이십구', 194)","('이십구', 867)"
"('칠사', 193)","('칠사', 868)"
"('대요', 193)","('대요', 869)"
"('정각', 193)","('정각', 870)"
"('십만원', 193)","('십만원', 871)"
"('동생', 193)","('동생', 872)"
"('보호', 193)","('보호', 873)"
"('건물', 192)","('건물', 874)"
"('서도', 192)","('서도', 875)"
"('다음주', 192)","('다음주', 876)"
"('열한시', 192)","('열한시', 877)"
"('차감', 192)","('차감', 878)"
"('매일', 192)","('매일', 879)"
"('말론', 192)","('말론', 880)"
"('팔육', 192)","('팔육', 881)"
"('부터', 191)","('부터', 882)"
"('브라운', 191)","('브라운', 883)"
"('나스', 190)","('나스', 884)"
"('아음', 190)","('아음', 885)"
"('미국', 189)","('미국', 886)"
"('변동', 188)","('변동', 887)"
"('칠백', 188)","('칠백', 888)"
"('이미지', 188)","('이미지', 889)"
"('전자', 188)","('전자', 890)"
"('재발', 188)","('재발', 891)"
"('신세계', 187)","('신세계', 892)"
"('가운데', 187)","('가운데', 893)"
"('타인', 187)","('타인', 894)"
"('칠십', 186)","('칠십', 895)"
"('팔오', 186)","('팔오', 896)"
"('유선', 185)","('유선', 897)"
"('단독', 185)","('단독', 898)"
"('작년', 184)","('작년', 899)"
"('사사', 183)","('사사', 900)"
"('티티', 183)","('티티', 901)"
"('인식', 182)","('인식', 902)"
"('왼쪽', 182)","('왼쪽', 903)"
"('블리블리', 181)","('블리블리', 904)"
"('이오', 181)","('이오', 905)"
"('오육', 180)","('오육', 906)"
"('잔액', 180)","('잔액', 907)"
"('사십팔', 179)","('사십팔', 908)"
"('심사', 178)","('심사', 909)"
"('육삼', 178)","('육삼', 910)"
"('디올', 178)","('디올', 911)"
"('가가', 177)","('가가', 912)"
"('그쵸', 176)","('그쵸', 913)"
"('신지', 175)","('신지', 914)"
"('일사', 175)","('일사', 915)"
"('주차장', 175)","('주차장', 916)"
"('프리', 173)","('프리', 917)"
"('크리', 172)","('크리', 918)"
"('인지', 172)","('인지', 919)"
"('굳이', 172)","('굳이', 920)"
"('청주', 172)","('청주', 921)"
"('십사', 172)","('십사', 922)"
"('탑스', 172)","('탑스', 923)"
"('시라', 171)","('시라', 924)"
"('최두영', 171)","('최두영', 925)"
"('발행', 170)","('발행', 926)"
"('삼삼', 170)","('삼삼', 927)"
"('임의', 170)","('임의', 928)"
"('픽업', 170)","('픽업', 929)"
"('비행', 170)","('비행', 930)"
"('예상', 169)","('예상', 931)"
"('구천', 169)","('구천', 932)"
"('소진', 168)","('소진', 933)"
"('바비', 168)","('바비', 934)"
"('제공', 167)","('제공', 935)"
"('일찍', 167)","('일찍', 936)"
"('십년', 167)","('십년', 937)"
"('평일', 166)","('평일', 938)"
"('개월', 166)","('개월', 939)"
"('기한', 166)","('기한', 940)"
"('결과', 166)","('결과', 941)"
"('첨부', 165)","('첨부', 942)"
"('참고', 165)","('참고', 943)"
"('메뉴', 165)","('메뉴', 944)"
"('프리미엄', 165)","('프리미엄', 945)"
"('팔칠', 164)","('팔칠', 946)"
"('육만', 164)","('육만', 947)"
"('몽블랑', 164)","('몽블랑', 948)"
"('야크', 163)","('야크', 949)"
"('호주', 163)","('호주', 950)"
"('오팔', 162)","('오팔', 951)"
"('청구', 162)","('청구', 952)"
"('퍼센트', 161)","('퍼센트', 953)"
"('스티커', 161)","('스티커', 954)"
"('점도', 161)","('점도', 955)"
"('상단', 160)","('상단', 956)"
"('마스크', 160)","('마스크', 957)"
"('삼사일', 159)","('삼사일', 958)"
"('날로', 159)","('날로', 959)"
"('아가', 159)","('아가', 960)"
"('구사', 158)","('구사', 961)"
"('해지', 158)","('해지', 962)"
"('복합', 158)","('복합', 963)"
"('십삼', 157)","('십삼', 964)"
"('업그레이드', 157)","('업그레이드', 965)"
"('잡화', 156)","('잡화', 966)"
"('매년', 156)","('매년', 967)"
"('이만원', 155)","('이만원', 968)"
"('육천', 155)","('육천', 969)"
"('귀국', 155)","('귀국', 970)"
"('이로', 155)","('이로', 971)"
"('걱정', 154)","('걱정', 972)"
"('비씨', 154)","('비씨', 973)"
"('타임', 154)","('타임', 974)"
"('이상은', 153)","('이상은', 975)"
"('멘트', 153)","('멘트', 976)"
"('칠만', 153)","('칠만', 977)"
"('명도', 153)","('명도', 978)"
"('캐리어', 153)","('캐리어', 979)"
"('육이구', 153)","('육이구', 980)"
"('아이폰', 152)","('아이폰', 981)"
"('한국어', 152)","('한국어', 982)"
"('시공', 152)","('시공', 983)"
"('비자', 152)","('비자', 984)"
"('사삼', 151)","('사삼', 985)"
"('공오', 151)","('공오', 986)"
"('이자', 151)","('이자', 987)"
"('동일', 150)","('동일', 988)"
"('종이', 150)","('종이', 989)"
"('나경', 150)","('나경', 990)"
"('이삼일', 149)","('이삼일', 991)"
"('삼육', 148)","('삼육', 992)"
"('모레', 148)","('모레', 993)"
"('수화물', 148)","('수화물', 994)"
"('최성', 148)","('최성', 995)"
"('삼만원', 147)","('삼만원', 996)"
"('라코스테', 147)","('라코스테', 997)"
"('반납', 147)","('반납', 998)"
"('아베', 147)","('아베', 999)"
"('모양', 147)","('모양', 1000)"
