nounsAllCount,nounsAllIndex
"('등급', 1399)","('등급', 84)"
"('명동', 1391)","('명동', 85)"
"('정도', 1368)","('정도', 86)"
"('할인', 1349)","('할인', 87)"
"('월일', 1343)","('월일', 88)"
"('완료', 1336)","('완료', 89)"
"('거세', 1320)","('거세', 90)"
"('저기', 1318)","('저기', 91)"
"('날짜', 1312)","('날짜', 92)"
"('내일', 1304)","('내일', 93)"
"('이세', 1289)","('이세', 94)"
"('수가', 1287)","('수가', 95)"
"('온라인', 1235)","('온라인', 96)"
"('센터', 1167)","('센터', 97)"
"('통합', 1152)","('통합', 98)"
"('어디', 1139)","('어디', 99)"
"('처리', 1137)","('처리', 100)"
"('거구', 1130)","('거구', 101)"
"('주신', 1116)","('주신', 102)"
"('인천공항', 1094)","('인천공항', 103)"
"('현재', 1071)","('현재', 104)"
"('본점', 1069)","('본점', 105)"
"('상태', 1068)","('상태', 106)"
"('이상', 1057)","('이상', 107)"
"('월드', 1056)","('월드', 108)"
"('내용', 1048)","('내용', 109)"
"('지점', 1037)","('지점', 110)"
"('휴대폰', 1030)","('휴대폰', 111)"
"('조금', 1027)","('조금', 112)"
"('브이', 1020)","('브이', 113)"
"('아아', 1006)","('아아', 114)"
"('이요', 986)","('이요', 115)"
"('기간', 953)","('기간', 116)"
"('면세', 950)","('면세', 117)"
"('신청', 944)","('신청', 118)"
"('에스', 927)","('에스', 119)"
"('요청', 926)","('요청', 120)"
"('아이피', 918)","('아이피', 121)"
"('도장', 913)","('도장', 122)"
"('보시', 878)","('보시', 123)"
"('계속', 866)","('계속', 124)"
"('해당', 864)","('해당', 125)"
"('타워', 862)","('타워', 126)"
"('인천', 860)","('인천', 127)"
"('접수', 855)","('접수', 128)"
"('오전', 852)","('오전', 129)"
"('이벤트', 828)","('이벤트', 130)"
"('적용', 824)","('적용', 131)"
"('증정', 801)","('증정', 132)"
"('환불', 800)","('환불', 133)"
"('언제', 795)","('언제', 134)"
"('비밀번호', 792)","('비밀번호', 135)"
"('감사', 782)","('감사', 136)"
"('수도', 760)","('수도', 137)"
"('아마', 751)","('아마', 138)"
"('혜택', 751)","('혜택', 139)"
"('대해', 744)","('대해', 140)"
"('김해', 738)","('김해', 141)"
"('보고', 736)","('보고', 142)"
"('아이', 732)","('아이', 143)"
"('복원', 730)","('복원', 144)"
"('도착', 725)","('도착', 145)"
"('선택', 724)","('선택', 146)"
"('잠깐', 721)","('잠깐', 147)"
"('이름', 709)","('이름', 148)"
"('개인정보', 708)","('개인정보', 149)"
"('재고', 702)","('재고', 150)"
"('에이', 701)","('에이', 151)"
"('그때', 695)","('그때', 152)"
"('이십', 693)","('이십', 153)"
"('출발', 690)","('출발', 154)"
"('부산', 684)","('부산', 155)"
"('일이', 675)","('일이', 156)"
"('입점', 672)","('입점', 157)"
"('가능', 671)","('가능', 158)"
"('아홉', 670)","('아홉', 159)"
"('오후', 661)","('오후', 160)"
"('공이', 660)","('공이', 161)"
"('케이', 658)","('케이', 162)"
"('비행기', 658)","('비행기', 163)"
"('발송', 649)","('발송', 164)"
"('직접', 644)","('직접', 165)"
"('세관', 643)","('세관', 166)"
"('방문', 642)","('방문', 167)"
"('이구', 641)","('이구', 168)"
"('코엑스', 637)","('코엑스', 169)"
"('이동', 636)","('이동', 170)"
"('문제', 631)","('문제', 171)"
"('어제', 630)","('어제', 172)"
"('티켓', 630)","('티켓', 173)"
"('유효', 625)","('유효', 174)"
"('화장품', 621)","('화장품', 175)"
"('상담', 621)","('상담', 176)"
"('방법', 616)","('방법', 177)"
"('모바일', 610)","('모바일', 178)"
"('여덟', 610)","('여덟', 179)"
"('시구', 607)","('시구', 180)"
"('기준', 606)","('기준', 181)"
"('연결', 596)","('연결', 182)"
"('원래', 593)","('원래', 183)"
"('마이', 592)","('마이', 184)"
"('소요', 589)","('소요', 185)"
"('반품', 588)","('반품', 186)"
"('전체', 587)","('전체', 187)"
"('통화', 575)","('통화', 188)"
"('예정', 575)","('예정', 189)"
"('주소', 575)","('주소', 190)"
"('터미널', 572)","('터미널', 191)"
"('십일월', 567)","('십일월', 192)"
"('상관', 566)","('상관', 193)"
"('승인', 555)","('승인', 194)"
"('핸드폰', 550)","('핸드폰', 195)"
"('페이지', 549)","('페이지', 196)"
"('해주시', 548)","('해주시', 197)"
"('이번', 547)","('이번', 198)"
"('플러스', 546)","('플러스', 199)"
"('구입', 536)","('구입', 200)"
"('수령', 534)","('수령', 201)"
"('메일', 533)","('메일', 202)"
"('행사', 531)","('행사', 203)"
"('신고', 530)","('신고', 204)"
"('항공', 530)","('항공', 205)"
"('제이', 515)","('제이', 206)"
"('홈페이지', 510)","('홈페이지', 207)"
"('전화번호', 507)","('전화번호', 208)"
"('이메일', 506)","('이메일', 209)"
"('프로', 498)","('프로', 210)"
"('코드', 496)","('코드', 211)"
"('인증', 491)","('인증', 212)"
"('골드', 488)","('골드', 213)"
"('자리', 485)","('자리', 214)"
"('피씨', 482)","('피씨', 215)"
"('얘기', 478)","('얘기', 216)"
"('그대로', 468)","('그대로', 217)"
"('저녁', 465)","('저녁', 218)"
"('자체', 463)","('자체', 219)"
"('이천', 461)","('이천', 220)"
"('얼마', 458)","('얼마', 221)"
"('달라', 458)","('달라', 222)"
"('동의', 457)","('동의', 223)"
"('삼십분', 452)","('삼십분', 224)"
"('에이치', 452)","('에이치', 225)"
"('제트', 450)","('제트', 226)"
"('잘못', 444)","('잘못', 227)"
"('수고', 441)","('수고', 228)"
"('삭제', 441)","('삭제', 229)"
"('일월', 440)","('일월', 230)"
"('발급', 435)","('발급', 231)"
"('당일', 432)","('당일', 232)"
"('사이트', 430)","('사이트', 233)"
"('숫자', 423)","('숫자', 234)"
"('가방', 422)","('가방', 235)"
"('보통', 422)","('보통', 236)"
"('항공사', 420)","('항공사', 237)"
"('그것', 420)","('그것', 238)"
"('위해', 417)","('위해', 239)"
"('시작', 413)","('시작', 240)"
"('추가', 412)","('추가', 241)"
"('여행', 412)","('여행', 242)"
"('오일', 411)","('오일', 243)"
"('체크', 410)","('체크', 244)"
"('처음', 409)","('처음', 245)"
"('찾기', 407)","('찾기', 246)"
"('계정', 406)","('계정', 247)"
"('시점', 405)","('시점', 248)"
"('데스크', 395)","('데스크', 249)"
"('삼십', 394)","('삼십', 250)"
"('기본', 389)","('기본', 251)"
"('검색', 385)","('검색', 252)"
"('사진', 378)","('사진', 253)"
"('직원', 377)","('직원', 254)"
"('장바구니', 374)","('장바구니', 255)"
"('품절', 368)","('품절', 256)"
"('클릭', 368)","('클릭', 257)"
"('여러', 365)","('여러', 258)"
"('수신', 357)","('수신', 259)"
"('제외', 356)","('제외', 260)"
"('카카오', 356)","('카카오', 261)"
"('삼일', 354)","('삼일', 262)"
"('나머지', 354)","('나머지', 263)"
"('다운', 354)","('다운', 264)"
"('어플', 353)","('어플', 265)"
"('사항', 349)","('사항', 266)"
"('미리', 348)","('미리', 267)"
"('따라서', 346)","('따라서', 268)"
"('정상', 343)","('정상', 269)"
"('건데', 342)","('건데', 270)"
"('이기', 340)","('이기', 271)"
"('페이', 338)","('페이', 272)"
"('운영', 337)","('운영', 273)"
"('백화점', 337)","('백화점', 274)"
"('일반', 336)","('일반', 275)"
"('이후', 335)","('이후', 276)"
"('아침', 332)","('아침', 277)"
"('오구', 330)","('오구', 278)"
"('판매', 327)","('판매', 279)"
"('시오', 326)","('시오', 280)"
"('수정', 323)","('수정', 281)"
"('물어', 322)","('물어', 282)"
"('사은', 320)","('사은', 283)"
"('일곱', 320)","('일곱', 284)"
"('남아', 320)","('남아', 285)"
"('해외', 317)","('해외', 286)"
"('탈퇴', 317)","('탈퇴', 287)"
"('국적', 316)","('국적', 288)"
"('화면', 316)","('화면', 289)"
"('삼백', 314)","('삼백', 290)"
"('복구', 313)","('복구', 291)"
"('서울', 309)","('서울', 292)"
"('반입', 306)","('반입', 293)"
"('삼이', 306)","('삼이', 294)"
"('자동', 303)","('자동', 295)"
"('오류', 302)","('오류', 296)"
"('한국', 301)","('한국', 297)"
"('전달', 301)","('전달', 298)"
"('무슨', 299)","('무슨', 299)"
"('사람', 297)","('사람', 300)"
"('예전', 296)","('예전', 301)"
"('십일', 295)","('십일', 302)"
"('전용', 293)","('전용', 303)"
"('사이즈', 292)","('사이즈', 304)"
"('일자', 292)","('일자', 305)"
"('달러', 290)","('달러', 306)"
"('해도', 290)","('해도', 307)"
"('수단', 288)","('수단', 308)"
"('메모', 286)","('메모', 309)"
"('왜냐면', 285)","('왜냐면', 310)"
"('휴면', 285)","('휴면', 311)"
"('두건', 283)","('두건', 312)"
"('열시', 282)","('열시', 313)"
"('담배', 280)","('담배', 314)"
"('중복', 279)","('중복', 315)"
"('팔일', 279)","('팔일', 316)"
"('실버', 279)","('실버', 317)"
"('육십', 276)","('육십', 318)"
"('방금', 276)","('방금', 319)"
"('개별', 275)","('개별', 320)"
"('적립', 273)","('적립', 321)"
"('주류', 270)","('주류', 322)"
"('모두', 269)","('모두', 323)"
"('더블유', 267)","('더블유', 324)"
"('육일', 267)","('육일', 325)"
"('여부', 265)","('여부', 326)"
"('고요', 264)","('고요', 327)"
"('물류', 263)","('물류', 328)"
"('별로', 263)","('별로', 329)"
"('한도', 263)","('한도', 330)"
"('아웃', 261)","('아웃', 331)"
"('러신', 257)","('러신', 332)"
"('알림', 257)","('알림', 333)"
"('상황', 256)","('상황', 334)"
"('전산', 256)","('전산', 335)"
"('연락처', 254)","('연락처', 336)"
"('일로', 254)","('일로', 337)"
"('제주', 253)","('제주', 338)"
"('나중', 253)","('나중', 339)"
"('상품권', 253)","('상품권', 340)"
"('기존', 252)","('기존', 341)"
"('멤버십', 251)","('멤버십', 342)"
"('육백', 251)","('육백', 343)"
"('일일', 249)","('일일', 344)"
"('잠실', 248)","('잠실', 345)"
"('칠이', 248)","('칠이', 346)"
"('팔이', 244)","('팔이', 347)"
"('상세', 244)","('상세', 348)"
"('관련', 243)","('관련', 349)"
"('십분', 243)","('십분', 350)"
"('플래티늄', 243)","('플래티늄', 351)"
"('공공', 241)","('공공', 352)"
"('가격', 240)","('가격', 353)"
"('최대', 240)","('최대', 354)"
"('계좌', 240)","('계좌', 355)"
"('식품', 238)","('식품', 356)"
"('열한', 238)","('열한', 357)"
"('이면', 236)","('이면', 358)"
"('오십분', 234)","('오십분', 359)"
"('박연', 233)","('박연', 360)"
"('이백', 232)","('이백', 361)"
"('며칠', 231)","('며칠', 362)"
"('영수증', 231)","('영수증', 363)"
"('일주일', 230)","('일주일', 364)"
"('어쨌든', 230)","('어쨌든', 365)"
"('전날', 230)","('전날', 366)"
"('영문', 229)","('영문', 367)"
"('제한', 228)","('제한', 368)"
"('출고', 228)","('출고', 369)"
"('주차', 227)","('주차', 370)"
"('육이', 225)","('육이', 371)"
"('중이', 224)","('중이', 372)"
"('입국', 224)","('입국', 373)"
"('영업일', 222)","('영업일', 374)"
"('이은정', 222)","('이은정', 375)"
"('공구', 222)","('공구', 376)"
"('로그', 222)","('로그', 377)"
"('경유', 220)","('경유', 378)"
"('시기', 219)","('시기', 379)"
"('라면', 218)","('라면', 380)"
"('정말', 218)","('정말', 381)"
"('도움', 218)","('도움', 382)"
"('요게', 216)","('요게', 383)"
"('생각', 216)","('생각', 384)"
"('신용카드', 216)","('신용카드', 385)"
"('거나', 215)","('거나', 386)"
"('여덟시', 215)","('여덟시', 387)"
"('하나요', 215)","('하나요', 388)"
"('최종', 214)","('최종', 389)"
"('준비', 213)","('준비', 390)"
"('쇼핑', 212)","('쇼핑', 391)"
"('포장', 211)","('포장', 392)"
"('칠일', 209)","('칠일', 393)"
"('십오', 209)","('십오', 394)"
"('제휴', 208)","('제휴', 395)"
"('최은미', 206)","('최은미', 396)"
"('구일', 205)","('구일', 397)"
"('이건', 202)","('이건', 398)"
"('시계', 201)","('시계', 399)"
"('접속', 201)","('접속', 400)"
"('모든', 199)","('모든', 401)"
"('라서', 199)","('라서', 402)"
"('사일', 199)","('사일', 403)"
"('오만원', 198)","('오만원', 404)"
"('오현정', 197)","('오현정', 405)"
"('일육팔팔', 196)","('일육팔팔', 406)"
"('전부', 196)","('전부', 407)"
"('공일', 196)","('공일', 408)"
"('주점', 195)","('주점', 409)"
"('인제', 193)","('인제', 410)"
"('배우자', 193)","('배우자', 411)"
"('일부', 192)","('일부', 412)"
"('우리', 192)","('우리', 413)"
"('포함', 191)","('포함', 414)"
"('만원', 191)","('만원', 415)"
"('월요일', 190)","('월요일', 416)"
"('불편', 190)","('불편', 417)"
"('이이', 190)","('이이', 418)"
"('오공', 189)","('오공', 419)"
"('국제', 189)","('국제', 420)"
"('기억', 189)","('기억', 421)"
"('대한', 188)","('대한', 422)"
"('조건', 188)","('조건', 423)"
"('네이버', 188)","('네이버', 424)"
"('물품', 187)","('물품', 425)"
"('이전', 186)","('이전', 426)"
"('엑스', 186)","('엑스', 427)"
"('아무', 185)","('아무', 428)"
"('배럴', 185)","('배럴', 429)"
"('버튼', 185)","('버튼', 430)"
"('사월', 184)","('사월', 431)"
"('중국', 183)","('중국', 432)"
"('공사', 183)","('공사', 433)"
"('두시', 182)","('두시', 434)"
"('통해', 182)","('통해', 435)"
"('실적', 182)","('실적', 436)"
"('제일', 181)","('제일', 437)"
"('편이', 181)","('편이', 438)"
"('미인도', 180)","('미인도', 439)"
"('김하나', 179)","('김하나', 440)"
"('사이', 177)","('사이', 441)"
"('최고은', 177)","('최고은', 442)"
"('만료', 177)","('만료', 443)"
"('새벽', 176)","('새벽', 444)"
"('입금', 176)","('입금', 445)"
"('시도', 176)","('시도', 446)"
"('시월', 175)","('시월', 447)"
"('대로', 175)","('대로', 448)"
"('국내', 175)","('국내', 449)"
"('전혀', 174)","('전혀', 450)"
"('십이', 174)","('십이', 451)"
"('그네', 174)","('그네', 452)"
"('시내', 172)","('시내', 453)"
"('사십분', 172)","('사십분', 454)"
"('이주', 168)","('이주', 455)"
"('구구', 168)","('구구', 456)"
"('삼천', 167)","('삼천', 457)"
"('택배', 167)","('택배', 458)"
"('비번', 167)","('비번', 459)"
"('즉시', 166)","('즉시', 460)"
"('오백', 166)","('오백', 461)"
"('다섯', 166)","('다섯', 462)"
"('황소', 166)","('황소', 463)"
"('게이트', 165)","('게이트', 464)"
"('음음음', 165)","('음음음', 465)"
"('십일일', 164)","('십일일', 466)"
"('최근', 164)","('최근', 467)"
"('김혜미', 163)","('김혜미', 468)"
"('자꾸', 163)","('자꾸', 469)"
"('비밀', 163)","('비밀', 470)"
"('여섯', 161)","('여섯', 471)"
"('철수', 161)","('철수', 472)"
"('답변', 161)","('답변', 473)"
"('신규', 161)","('신규', 474)"
"('반영', 160)","('반영', 475)"
"('삼월', 160)","('삼월', 476)"
"('한해', 160)","('한해', 477)"
"('각각', 160)","('각각', 478)"
"('단계', 159)","('단계', 479)"
"('시스템', 159)","('시스템', 480)"
"('사본', 158)","('사본', 481)"
"('거의', 157)","('거의', 482)"
"('여섯시', 157)","('여섯시', 483)"
"('샤넬', 157)","('샤넬', 484)"
"('계세', 156)","('계세', 485)"
"('지급', 156)","('지급', 486)"
"('품목', 155)","('품목', 487)"
"('한미', 155)","('한미', 488)"
"('오분', 155)","('오분', 489)"
"('오번', 154)","('오번', 490)"
"('한가지', 154)","('한가지', 491)"
"('실제', 153)","('실제', 492)"
"('김은영', 153)","('김은영', 493)"
"('개인', 153)","('개인', 494)"
"('다만', 153)","('다만', 495)"
"('김소희', 153)","('김소희', 496)"
"('어차피', 152)","('어차피', 497)"
"('선불', 152)","('선불', 498)"
"('메시지', 152)","('메시지', 499)"
"('삼공', 151)","('삼공', 500)"
"('직항', 151)","('직항', 501)"
"('보관', 150)","('보관', 502)"
"('항공권', 150)","('항공권', 503)"
"('이형주', 150)","('이형주', 504)"
"('명의', 149)","('명의', 505)"
"('사고', 149)","('사고', 506)"
"('이내', 148)","('이내', 507)"
"('실례', 146)","('실례', 508)"
"('예약', 146)","('예약', 509)"
"('오시', 146)","('오시', 510)"
"('칠구', 146)","('칠구', 511)"
"('삼만', 145)","('삼만', 512)"
"('삼십일', 145)","('삼십일', 513)"
"('표시', 145)","('표시', 514)"
"('가야', 145)","('가야', 515)"
"('탑승', 145)","('탑승', 516)"
"('이유', 144)","('이유', 517)"
"('전이', 143)","('전이', 518)"
"('설정', 143)","('설정', 519)"
"('가장', 142)","('가장', 520)"
"('원본', 142)","('원본', 521)"
"('액체', 142)","('액체', 522)"
"('다운로드', 141)","('다운로드', 523)"
"('차이', 141)","('차이', 524)"
"('케이티', 140)","('케이티', 525)"
"('제주도', 139)","('제주도', 526)"
"('위치', 139)","('위치', 527)"
"('마지막', 139)","('마지막', 528)"
"('실물', 138)","('실물', 529)"
"('안녕하십니까', 138)","('안녕하십니까', 530)"
"('군데', 137)","('군데', 531)"
"('삼십오분', 137)","('삼십오분', 532)"
"('이십일', 135)","('이십일', 533)"
"('오픈', 135)","('오픈', 534)"
"('중간', 135)","('중간', 535)"
"('일삼', 134)","('일삼', 536)"
"('나윤', 133)","('나윤', 537)"
"('골뱅이', 133)","('골뱅이', 538)"
"('가면', 133)","('가면', 539)"
"('참여', 132)","('참여', 540)"
"('국민카드', 132)","('국민카드', 541)"
"('삼십일일', 131)","('삼십일일', 542)"
"('유지', 131)","('유지', 543)"
"('지역', 131)","('지역', 544)"
"('청첩장', 131)","('청첩장', 545)"
"('불가', 131)","('불가', 546)"
"('이십분', 130)","('이십분', 547)"
"('구찌', 130)","('구찌', 548)"
"('하라', 130)","('하라', 549)"
"('종료', 129)","('종료', 550)"
"('경품', 129)","('경품', 551)"
"('삼사', 128)","('삼사', 552)"
"('설명', 128)","('설명', 553)"
"('국제선', 128)","('국제선', 554)"
"('대표', 127)","('대표', 555)"
"('엠에스', 127)","('엠에스', 556)"
"('이십사', 127)","('이십사', 557)"
"('담당자', 126)","('담당자', 558)"
"('그이', 126)","('그이', 559)"
"('절차', 126)","('절차', 560)"
"('옛날', 126)","('옛날', 561)"
"('스마트', 126)","('스마트', 562)"
"('일대일', 126)","('일대일', 563)"
"('필요', 125)","('필요', 564)"
"('일시', 124)","('일시', 565)"
"('루이비통', 124)","('루이비통', 566)"
"('패션', 124)","('패션', 567)"
"('초과', 124)","('초과', 568)"
"('건만', 124)","('건만', 569)"
"('김재', 123)","('김재', 570)"
"('박효진', 123)","('박효진', 571)"
"('철회', 122)","('철회', 572)"
"('칠칠', 122)","('칠칠', 573)"
"('중국어', 122)","('중국어', 574)"
"('일요일', 122)","('일요일', 575)"
"('웨딩', 121)","('웨딩', 576)"
"('여유', 120)","('여유', 577)"
"('무조건', 120)","('무조건', 578)"
"('구월', 120)","('구월', 579)"
"('외국인', 120)","('외국인', 580)"
"('소지', 120)","('소지', 581)"
"('영업', 119)","('영업', 582)"
"('구년', 119)","('구년', 583)"
"('발생', 119)","('발생', 584)"
"('사공', 119)","('사공', 585)"
"('에프', 119)","('에프', 586)"
"('향수', 118)","('향수', 587)"
"('오십', 118)","('오십', 588)"
"('외국', 118)","('외국', 589)"
"('육구', 117)","('육구', 590)"
"('아래', 117)","('아래', 591)"
"('저번', 117)","('저번', 592)"
"('마케팅', 117)","('마케팅', 593)"
"('쓰시', 117)","('쓰시', 594)"
"('남편', 117)","('남편', 595)"
"('신화', 117)","('신화', 596)"
"('약간', 116)","('약간', 597)"
"('사실', 116)","('사실', 598)"
"('기프트', 116)","('기프트', 599)"
"('토요일', 116)","('토요일', 600)"
"('둘둘', 116)","('둘둘', 601)"
"('주입', 116)","('주입', 602)"
"('사면', 115)","('사면', 603)"
"('하하', 115)","('하하', 604)"
"('설화수', 115)","('설화수', 605)"
"('동안', 115)","('동안', 606)"
"('로만', 115)","('로만', 607)"
"('수량', 114)","('수량', 608)"
"('현대', 114)","('현대', 609)"
"('저장', 114)","('저장', 610)"
"('정관', 113)","('정관', 611)"
"('김포공항', 113)","('김포공항', 612)"
"('대체', 112)","('대체', 613)"
"('업체', 112)","('업체', 614)"
"('신용', 112)","('신용', 615)"
"('일치', 112)","('일치', 616)"
"('코너', 111)","('코너', 617)"
"('컴퓨터', 111)","('컴퓨터', 618)"
"('오이', 110)","('오이', 619)"
"('팔팔', 110)","('팔팔', 620)"
"('에어', 110)","('에어', 621)"
"('엄마', 109)","('엄마', 622)"
"('김포', 109)","('김포', 623)"
"('이십오', 109)","('이십오', 624)"
"('십오분', 108)","('십오분', 625)"
"('심윤경', 107)","('심윤경', 626)"
"('에스티', 107)","('에스티', 627)"
"('건강', 106)","('건강', 628)"
"('스페셜', 106)","('스페셜', 629)"
"('신한', 106)","('신한', 630)"
"('타고', 105)","('타고', 631)"
"('칠월', 105)","('칠월', 632)"
"('육육', 105)","('육육', 633)"
"('카톡', 104)","('카톡', 634)"
"('두번째', 104)","('두번째', 635)"
"('현금', 104)","('현금', 636)"
"('뭔가', 104)","('뭔가', 637)"
"('문구', 104)","('문구', 638)"
"('블랙', 103)","('블랙', 639)"
"('이력', 103)","('이력', 640)"
"('제대로', 103)","('제대로', 641)"
"('합산', 103)","('합산', 642)"
"('관리', 103)","('관리', 643)"
"('회사', 102)","('회사', 644)"
"('기재', 102)","('기재', 645)"
"('오른쪽', 102)","('오른쪽', 646)"
"('올해', 101)","('올해', 647)"
"('대한항공', 101)","('대한항공', 648)"
"('박스', 101)","('박스', 649)"
"('대한민국', 100)","('대한민국', 650)"
"('주소지', 100)","('주소지', 651)"
"('신발', 100)","('신발', 652)"
"('사시', 100)","('사시', 653)"
"('점용', 99)","('점용', 654)"
"('다가', 99)","('다가', 655)"
"('오월', 99)","('오월', 656)"
"('구번', 99)","('구번', 657)"
"('입생로랑', 99)","('입생로랑', 658)"
"('십이일', 99)","('십이일', 659)"
"('임미경', 99)","('임미경', 660)"
"('삼칠', 98)","('삼칠', 661)"
"('연동', 98)","('연동', 662)"
"('대구', 97)","('대구', 663)"
"('어머님', 97)","('어머님', 664)"
"('선물', 97)","('선물', 665)"
"('오늘이', 97)","('오늘이', 666)"
"('여행사', 97)","('여행사', 667)"
"('국가', 97)","('국가', 668)"
"('환율', 96)","('환율', 669)"
"('신라', 96)","('신라', 670)"
"('전송', 96)","('전송', 671)"
"('십만', 96)","('십만', 672)"
"('년도', 96)","('년도', 673)"
"('마감', 96)","('마감', 674)"
"('전옥', 96)","('전옥', 675)"
"('이월', 95)","('이월', 676)"
"('아시아나', 95)","('아시아나', 677)"
"('오만', 95)","('오만', 678)"
"('영어', 95)","('영어', 679)"
"('친구', 95)","('친구', 680)"
"('나가시', 95)","('나가시', 681)"
"('로서', 95)","('로서', 682)"
"('운항', 95)","('운항', 683)"
"('신랑', 95)","('신랑', 684)"
"('서비스', 94)","('서비스', 685)"
"('용이', 94)","('용이', 686)"
"('계산', 94)","('계산', 687)"
"('십만원', 94)","('십만원', 688)"
"('원칙', 93)","('원칙', 689)"
"('목요일', 93)","('목요일', 690)"
"('금요일', 93)","('금요일', 691)"
"('윤희', 93)","('윤희', 692)"
"('계시', 92)","('계시', 693)"
"('공지', 92)","('공지', 694)"
"('유엔', 92)","('유엔', 695)"
"('일일이', 92)","('일일이', 696)"
"('등업', 92)","('등업', 697)"
"('단위', 92)","('단위', 698)"
"('선글라스', 92)","('선글라스', 699)"
"('이해', 91)","('이해', 700)"
"('농협', 91)","('농협', 701)"
"('전환', 91)","('전환', 702)"
"('콜센터', 91)","('콜센터', 703)"
"('이틀', 91)","('이틀', 704)"
"('개명', 91)","('개명', 705)"
"('구시', 90)","('구시', 706)"
"('이치', 90)","('이치', 707)"
"('일곱시', 90)","('일곱시', 708)"
"('얼마나', 90)","('얼마나', 709)"
"('공동', 90)","('공동', 710)"
"('스케줄', 90)","('스케줄', 711)"
"('크게', 89)","('크게', 712)"
"('육십일', 89)","('육십일', 713)"
"('소멸', 89)","('소멸', 714)"
"('세금', 89)","('세금', 715)"
"('호텔', 89)","('호텔', 716)"
"('주말', 88)","('주말', 717)"
"('알람', 88)","('알람', 718)"
"('팔월', 87)","('팔월', 719)"
"('이십육일', 87)","('이십육일', 720)"
"('다이아몬드', 87)","('다이아몬드', 721)"
"('대신', 87)","('대신', 722)"
"('아홉시', 86)","('아홉시', 723)"
"('관계', 86)","('관계', 724)"
"('크림', 85)","('크림', 725)"
"('심사', 85)","('심사', 726)"
"('십육일', 85)","('십육일', 727)"
"('마찬가지', 85)","('마찬가지', 728)"
"('출력', 85)","('출력', 729)"
"('색상', 85)","('색상', 730)"
"('삼오', 85)","('삼오', 731)"
"('한시', 84)","('한시', 732)"
"('옵션', 84)","('옵션', 733)"
